generation,params,T,target_distance,dead,convexity
0,"[0.0, 7.247437183298443, 7.730976334740839, 5.2544948107749025, 3.7319214450949283, 6.485426679636598, 10.0, 1.5861879360083182, 0.999999, 1e-06, 9.391208801045217, 9.337646257531183, 10.0, 4.313508598318586, 6.174733583850656, 4.313508598318586, 4.13289186688297]","[3000.0, 3000.0, 3000.0]","[49.517540634261785, 164.94338956293424, 398.70280154963893]","[0.0, 0.0, 0.6666666666666667]","[0.0, 2.3232351040002706, 2.0679007163036793]"
0,"[10.0, 2.7499436103684753, 10.0, 8.118302554393782, 8.535334669750133, 5.300257288948049, 5.176026950786239, 5.217192001145196, 0.879402905421417, 1e-06, 1.4007984014868389, 3.2191395112387955, 3.0, 8.116821201552442, 7.654445024566175, 2.0, 2.678243150104844]","[1326.0, 2095.0, 3000.0]","[41.07344551895952, 190.44545464822093, 367.3665727131881]","[0.0, 0.6, 1.0]","[0.0, 0.996778453590394, 0.364919343506723]"
0,"[9.644733555417417, 7.238270263843312, 3.790726428075412, 7.887250303639644, 3.0, 5.1898721355834105, 10.0, 0.3957581948529262, 0.9271376733608547, 1e-06, 9.394650633484149, 3.138980503685631, 3.0, 2.0, 1.0, 2.0, 1.0]","[3000.0, 3000.0, 3000.0]","[49.40127242878456, 215.75532264651017, 436.6040049312895]","[0.0, 1.0, 1.0]","[0.0, 0.78000245827101, 0.112305713245604]"
0,"[2.2021464227027354, 6.2736369417340505, 10.0, 10.0, 8.100106674363001, 3.0, 6.188909945119342, 0.5611068930393894, 0.999999, 1e-06, 4.507847350162684, 5.266725819765672, 9.289132583873808, 9.023010553359937, 9.0451151045509, 9.023010553359937, 5.755467601750954]","[772.0, 2193.0, 3000.0]","[43.813472932207574, 196.9259152656161, 389.07927975798646]","[0.0, 0.8, 0.9333333333333333]","[0.0, 1.4162057541948976, 0.4208661858531525]"
0,"[0.05287650017404277, 7.306709835373963, 0.5022774451620178, 1.1643607551771282, 3.5408130677550833, 6.103544780312111, 7.315925748460054, 6.917039820526671, 0.15236125380899124, 1e-06, 8.17376615979499, 9.362263568725432, 10.0, 4.379743605474752, 1.0, 4.379743605474752, 1.0]","[3000.0, 3000.0, 3000.0]","[49.18350310290961, 161.16388729673287, 378.6536887435932]","[0.0, 1.0, 1.0]","[0.0, 1.374719684783041, 0.7495494519727027]"
0,"[4.48178331426437, 6.6110025686233245, 2.0740135737185885, 0.0, 10.0, 10.0, 4.142391054134031, 0.0485596564684867, 0.5407802921084613, 1e-06, 10.0, 8.940324526274171, 3.4117473991674334, 3.6037643647880344, 10.0, 3.6037643647880344, 10.0]","[2102.0, 3000.0, 3000.0]","[41.147876524734784, 213.02923423701688, 441.96031190178087]","[0.0, 1.0, 1.0]","[0.0, 0.457466924096868, 0.10317980034600345]"
0,"[0.8190027825025314, 7.6085630385970795, 6.467815283051762, 7.974273075034198, 3.0, 5.49732209544638, 0.5701619194032919, 9.297876077101524, 0.09315988472159831, 1e-06, 7.362699493532908, 10.0, 10.0, 5.324301774338722, 4.193390445295811, 5.324301774338722, 3.8879225352872377]","[3000.0, 3000.0, 3000.0]","[51.89816923203786, 248.64716989118324, 439.4104681488536]","[0.0, 1.0, 0.9333333333333333]","[0.0, 0.1443389799356502, 0.14097106366255654]"
0,"[4.859809394754908, 0.33584829980922803, 0.9863559306694818, 3.366584447104107, 10.0, 9.047496371898804, 4.753498267662222, 5.893739971056382, 0.3176239062706199, 1e-06, 2.5797333809491487, 2.7577786398279622, 3.534617061895612, 2.012498008255184, 10.0, 2.0, 1.990663983487046]","[1913.0, 3000.0, 3000.0]","[40.97131023964748, 206.84813008946335, 408.94545093797797]","[0.0, 1.0, 1.0]","[0.0, 0.47766497962761056, 0.2987481729715368]"
0,"[4.008589953307521, 0.3748372957944712, 5.293938281532627, 10.0, 7.284769310409443, 4.1070232186038655, 3.0192518980177576, 5.448066560039889, 0.999999, 1e-06, 2.506521261136734, 7.666996372575158, 8.69921728627877, 10.0, 3.6390085811319937, 5.274997275701331, 2.9532064207644013]","[1198.0, 3000.0, 3000.0]","[41.63081680256717, 225.07843356952708, 433.8717715723898]","[0.0, 1.0, 1.0]","[0.0, 0.19451732382889622, 0.12022782963050592]"
0,"[4.400113124750366, 0.0, 0.0, 3.895737468229026, 10.0, 9.533940033454936, 5.511374029174997, 0.0, 0.6162644011545368, 1e-06, 9.263918021856703, 7.218255612680074, 6.072796399008964, 4.687558164910412, 6.156239286806397, 2.0, 4.049542493871698]","[2010.0, 3000.0, 3000.0]","[41.05530440174118, 239.3709769907918, 454.7430644842066]","[0.0, 1.0, 1.0]","[0.0, 0.0058493028743247105, 0.00892326917905846]"
0,"[8.840802079064161, 4.1804173160545925, 7.969364933405847, 10.0, 6.718937452329448, 3.67275640312453, 10.0, 6.028600363550925, 0.8834148690871796, 1e-06, 2.5443152897114674, 0.8931557417096698, 6.297179987246173, 6.220885172967795, 1.0, 2.2598318999731237, 1.0]","[1158.0, 3000.0, 3000.0]","[41.94458584962106, 163.33518718521194, 431.650611000878]","[0.0, 1.0, 1.0]","[0.0, 0.24073341942433557, 0.14186192306254183]"
0,"[4.31996216811157, 5.568952500811605, 5.011065823665806, 10.0, 3.9806770277924377, 10.0, 2.676473218315634, 4.6250644407436745, 0.31326659067083046, 1e-06, 3.277825514075321, 1e-06, 4.182142069337751, 4.995235929668921, 7.617452731217112, 4.202514018953324, 5.078375045371206]","[3000.0, 3000.0, 3000.0]","[65.18786271208216, 187.26951206498057, 402.20450804390975]","[0.0, 0.6, 0.7333333333333334]","[0.0, 2.0795026594218444, 1.8382944838201654]"
0,"[8.12183750037693, 10.0, 2.6650821719025872, 3.1026683733584335, 8.529072026289239, 3.499103496160851, 2.0877493728814116, 5.010109559037305, 0.04419951457930697, 1e-06, 5.955537318644416, 1e-06, 3.0, 2.655920410993974, 1.680350787085017, 2.655920410993974, 1.0088713511114848]","[864.0, 3000.0, 3000.0]","[42.76180352854804, 124.05769480207522, 347.650494025782]","[0.0, 1.0, 1.0]","[0.0, 0.3429543412519353, 0.21749320005497114]"
0,"[6.348027731728651, 7.300668347152129, 5.4506444137853265, 0.2810156992895836, 10.0, 8.251017404847723, 5.92249845860918, 4.795612225640652, 0.999999, 1e-06, 6.17808008999879, 6.290934983768313, 9.653858298040147, 2.935307668729835, 1.0, 2.5870796116794486, 1.0]","[1752.0, 3000.0, 3000.0]","[40.868344285993444, 260.64350496048536, 450.314229606374]","[0.0, 1.0, 1.0]","[0.0, 0.018326243107330296, 0.009181345125553792]"
0,"[1.5339025059229954, 5.620056745682267, 0.0, 9.598220627815106, 8.21220270088653, 6.991977919812978, 0.0, 4.712784679915521, 1e-06, 1e-06, 2.4174949640920387, 8.685273459922662, 5.235511407691127, 7.106331366924733, 4.634012888584884, 2.5179555569937806, 2.613552881236685]","[1802.0, 3000.0, 3000.0]","[41.05849156656005, 187.66389415225302, 400.1077892212225]","[0.0, 1.0, 1.0]","[0.0, 0.5436678187833397, 0.2511351800135927]"
0,"[3.0491232402800756, 0.0, 3.691161847223265, 2.274036456932988, 8.704373186583076, 10.0, 8.034573932795546, 0.0, 0.999999, 1e-06, 10.0, 10.0, 6.23106333719167, 5.754714837772391, 10.0, 2.7410209966179395, 5.762947687322525]","[2392.0, 3000.0, 3000.0]","[41.49866812152694, 240.4557004346657, 455.1955110507446]","[0.0, 1.0, 1.0]","[0.0, 0.007374544845702441, 0.007585029895863267]"
0,"[5.217164121385047, 1.8709402771029229, 4.961703852530879, 6.239982867030562, 10.0, 7.360756994492504, 3.658839218458734, 10.0, 0.0859890757270764, 1e-06, 2.2004728042610413, 4.371899403034399, 7.5714885496875866, 8.835685082942986, 10.0, 6.563039471300289, 2.7724220497348244]","[1570.0, 1974.0, 3000.0]","[40.79057857434652, 196.56527142467124, 396.3560446546546]","[0.0, 0.8, 1.0]","[0.0, 0.5509390061413515, 0.26390009912324913]"
0,"[1.9715534943487998, 8.345452033284717, 5.441447784868855, 0.0, 7.235146356659351, 8.696192878113651, 5.4597428511848864, 0.22378165348444723, 0.2652555223721381, 1e-06, 10.0, 10.0, 10.0, 2.0, 1.2078609413129646, 2.0, 1.2177640514949788]","[2492.0, 3000.0, 3000.0]","[41.695589636206456, 256.1789253948772, 445.2919055226743]","[0.0, 1.0, 1.0]","[0.0, 0.03214406170890582, 0.03949839078531253]"
0,"[0.0, 10.0, 4.243580023244485, 0.09556251353812623, 3.466125417072962, 9.376964593021274, 2.1671657567469214, 4.972073252197288, 0.4726209425775737, 1e-06, 9.348570645570216, 1.3339475055012737, 5.870781254210891, 4.953182109325123, 3.1338969485930246, 4.950362366873471, 3.1338969485930246]","[3000.0, 3000.0, 3000.0]","[68.16566413661748, 187.20253683544396, 387.54639783034344]","[0.0, 0.6, 1.0]","[0.0, 2.203093086675831, 1.7007624107101953]"
0,"[0.0, 9.59054282999842, 2.3234798910974623, 2.3947863573011534, 9.111573996175744, 10.0, 0.0, 10.0, 0.5557222116617226, 1e-06, 5.47331196353658, 10.0, 10.0, 4.641301974287104, 2.922428505972852, 4.641301974287104, 2.922428505972852]","[2292.0, 3000.0, 3000.0]","[41.38728978281063, 143.3865039176312, 378.0366218938188]","[0.0, 1.0, 1.0]","[0.0, 1.2395216617187041, 0.48536314503443617]"
0,"[2.6965340965085405, 9.763954168164753, 10.0, 5.438484300170655, 4.269285252515997, 3.0, 8.18995279271429, 4.7562793043443925, 0.9961781739889353, 1e-06, 3.144101985826756, 10.0, 9.67085222841769, 7.753313834644104, 2.019103022771487, 7.753313834644104, 1.7190417029644847]","[1476.0, 3000.0, 3000.0]","[42.234271176447, 201.90727405917232, 413.15980590458616]","[0.0, 1.0, 1.0]","[0.0, 0.7211167682961634, 0.24297411803719032]"
0,"[10.0, 6.618477816145171, 8.415762288471502, 2.929555270480038, 6.635839314921463, 8.847602797168667, 3.3910027751229386, 0.18456553595068126, 0.999999, 1e-06, 6.601669528113935, 1e-06, 3.366558875366164, 2.0, 6.338459616627856, 2.0, 2.7733770498839783]","[2743.0, 3000.0, 3000.0]","[41.98281545230706, 160.9226138975114, 387.02906715382466]","[0.0, 0.8, 1.0]","[0.0, 0.9496440192394908, 0.5544973563525061]"
0,"[10.0, 3.561814461683507, 10.0, 0.25839189351939584, 6.85161490929017, 5.777085608223986, 3.9650686132254425, 3.665274264354931, 0.9514570800758938, 1e-06, 4.125993022280292, 1e-06, 3.0, 4.12350834350004, 9.220477564809372, 3.7235691338507744, 5.063240363178842]","[1782.0, 2905.0, 3000.0]","[41.220626672278286, 146.60095930352463, 396.49287883015006]","[0.0, 0.8, 0.9333333333333333]","[0.0, 0.6632819682615542, 0.28029183392897417]"
0,"[1.5526596671760726, 0.29720457483160967, 0.0, 10.0, 4.773122952014906, 8.8114373302614, 0.4786142285142839, 8.105756914378276, 1e-06, 1e-06, 9.476595546787388, 1.3142598721072947, 3.525109729841245, 5.405324814785212, 10.0, 4.305024196075279, 4.872073623165711]","[3000.0, 3000.0, 3000.0]","[52.07431593247218, 168.56692610649193, 362.745221259916]","[0.0, 0.6, 1.0]","[0.0, 1.7557831907871255, 1.5089675158217704]"
0,"[3.965566737775938, 7.809328076470649, 2.1940180275331045, 5.548092137164131, 4.772869875809928, 5.637291122729445, 10.0, 9.753880170204715, 0.22813541296316778, 1e-06, 2.222664930172839, 5.29560310300778, 4.5367248825808915, 8.823664313618579, 6.167453215348124, 6.315188294143326, 2.8880149914038835]","[2447.0, 3000.0, 3000.0]","[41.88160182785627, 148.0310698808617, 383.8785520051457]","[0.0, 1.0, 1.0]","[0.0, 1.3884439839822211, 0.7083706741583531]"
0,"[3.790815545452171, 7.402454803263878, 6.531284841913282, 0.0, 3.0, 6.432196378710469, 3.953089960975254, 4.512246859289434, 0.999999, 1e-06, 7.30898086018158, 10.0, 4.889870480331316, 6.759715862971013, 8.68516348929322, 5.680412541657578, 5.192862601464913]","[3000.0, 3000.0, 3000.0]","[58.67581425639619, 219.96296827545856, 431.1947186936784]","[0.0, 0.4, 0.8]","[0.0, 2.263161280069453, 2.03851854826598]"
0,"[2.029478896034326, 5.467014400788628, 5.220307838232077, 3.9321169545678774, 4.892087491450543, 3.0, 4.414995470182994, 6.891871435873537, 0.7985171108713648, 1e-06, 6.6582831780408736, 10.0, 3.0585715322134353, 2.0, 1.0, 2.0, 1.0]","[1289.0, 3000.0, 3000.0]","[42.40244081393725, 205.31125945559182, 429.28342457603554]","[0.0, 1.0, 1.0]","[0.0, 0.29807265505301717, 0.0794445013980338]"
0,"[10.0, 0.0, 1.112488131447816, 1.7648552556634176, 7.650447694308658, 3.0, 7.152890457107193, 3.4806420254615738, 0.7664839917501626, 1e-06, 10.0, 3.2161553525617297, 3.8652354802982556, 8.71143710292795, 1.5830121065366003, 5.29593874190542, 1.5830121065366003]","[819.0, 3000.0, 3000.0]","[43.5751797935281, 193.23104189582114, 449.84697646679496]","[0.0, 1.0, 1.0]","[0.0, 0.32793249167276994, 0.04044602202590788]"
0,"[10.0, 5.460721845180071, 8.14303768749326, 4.222831639785534, 5.654728653304922, 3.0, 2.9823484381264866, 6.27992388624162, 0.1497322151013537, 1e-06, 2.0090637042371444, 6.557714818834532, 4.705889651809276, 7.404713368321869, 1.0, 4.541461770585362, 1.0]","[1115.0, 3000.0, 3000.0]","[42.65170045272523, 192.06581360685328, 424.52816241846887]","[0.0, 1.0, 1.0]","[0.0, 0.40131132010724463, 0.08420702478936576]"
0,"[6.295108209201422, 10.0, 8.646783165994599, 0.0, 10.0, 7.2997248873842775, 4.266353838618922, 2.3641692273285324, 0.999999, 1e-06, 10.0, 2.1904850960937337, 9.359113109693972, 2.0, 3.263884138145878, 2.0, 2.765880688659408]","[1558.0, 3000.0, 3000.0]","[40.77268402872348, 261.210768295426, 447.4204270457838]","[0.0, 1.0, 1.0]","[0.0, 0.014369129351504617, 0.007613539152236882]"
0,"[6.27193648016827, 3.6280975419909662, 0.0, 5.291699098153319, 6.576672814118664, 10.0, 4.101410652926529, 4.570010374828104, 0.22061273420726982, 1e-06, 7.606229258235756, 0.3113244193919993, 4.398609166043275, 2.0, 3.087667742510944, 2.0, 1.0]","[3000.0, 3000.0, 3000.0]","[43.66743027035249, 154.8961834397213, 363.46876109792305]","[0.0, 1.0, 1.0]","[0.0, 1.1122997383661672, 0.6473101291601946]"
0,"[8.081887199167506, 3.646097001048518, 5.345564755060795, 10.0, 8.326738564115605, 4.892051024277874, 3.3037648904994428, 3.8909619196637673, 1e-06, 1e-06, 3.274465262874286, 2.8790349691073835, 3.0, 9.15265108334, 2.9006951419134728, 2.0, 2.4713338813993153]","[1254.0, 3000.0, 3000.0]","[41.21299361031787, 128.94805761125548, 352.5055986031199]","[0.0, 1.0, 1.0]","[0.0, 0.6327569220406727, 0.32540755666595145]"
0,"[0.0, 10.0, 9.44104362371673, 5.544455257245744, 7.515231399762727, 3.0, 10.0, 4.960061606282652, 0.190150862427927, 1e-06, 8.230099714373614, 10.0, 10.0, 10.0, 4.824153532639861, 10.0, 1.6587328085164958]","[834.0, 3000.0, 3000.0]","[43.51606834216049, 177.80290815107222, 382.4917571020831]","[0.0, 1.0, 1.0]","[0.0, 0.443027234539354, 0.14744726771758465]"
0,"[5.704900364042315, 0.5796377999809774, 0.0, 0.0, 10.0, 3.623927914319675, 1.8364006804015123, 6.130328401424922, 0.46898738877525636, 1e-06, 4.133489695496033, 1.7964327510467475, 3.0, 10.0, 8.270729738238579, 5.983339215340463, 7.728369663217523]","[762.0, 3000.0, 3000.0]","[43.01958697883805, 197.71254451994113, 370.6205147553786]","[0.0, 1.0, 1.0]","[0.0, 0.3743455456296194, 0.17001928485377968]"
0,"[5.524437553460227, 0.0, 0.0, 10.0, 6.2544873162139005, 4.545377493559931, 2.8597803129130632, 2.894469393280284, 1e-06, 1e-06, 3.0010695910123846, 4.949833348339983, 9.46771439291833, 7.09601824197802, 5.954030918999818, 6.221663935329709, 2.3409687578890517]","[1540.0, 3000.0, 3000.0]","[41.38393774537252, 257.3694896917759, 454.03822750097436]","[0.0, 1.0, 1.0]","[0.0, 0.012174544065736053, 0.01622023794993449]"
0,"[1.3287131920393556, 10.0, 5.928119533574526, 0.0, 10.0, 9.70713364803738, 0.0, 0.0, 0.999999, 1e-06, 10.0, 2.9357985662394, 9.729685768944663, 2.3045695005906772, 7.31646478941132, 2.3045695005906772, 7.31646478941132]","[2044.0, 3000.0, 3000.0]","[41.09427165846421, 254.17480549788544, 440.9097260892352]","[0.0, 1.0, 1.0]","[0.0, 0.058237438725379044, 0.06478561960650392]"
0,"[5.790996580616736, 1.0858695736284805, 0.0, 10.0, 5.270309284007075, 3.75127782797738, 0.0, 10.0, 1e-06, 1e-06, 1.6115742045033592, 6.05096838172792, 9.520942953626497, 7.828560453632212, 3.9947580469300568, 7.041641577648733, 2.2751917371927117]","[1503.0, 3000.0, 3000.0]","[41.730392915199715, 243.79697361968965, 439.5908457438404]","[0.0, 1.0, 1.0]","[0.0, 0.0812306741769735, 0.0684500273277465]"
0,"[7.851379928900662, 0.0, 9.559953494870998, 8.729716021271262, 4.092866182932057, 6.570602536149893, 4.408076655308672, 10.0, 1e-06, 1e-06, 5.447195785119675, 7.933750816218653, 7.971620560415728, 9.71430663097935, 9.1, 7.254908642901496, 2.595179844761342]","[3000.0, 3000.0, 3000.0]","[46.076972577945966, 241.36548409550062, 446.2207776180192]","[0.0, 0.8, 0.9333333333333333]","[0.0, 0.01053456012424206, 0.0473803295784003]"
0,"[3.4679550937564736, 1.3852701572675175, 5.179025087053807, 0.0, 9.628886504280779, 8.698365599879224, 3.553663700920478, 7.931493091891368, 0.999999, 1e-06, 10.0, 4.093244722230414, 8.291437028738105, 2.1935022390122993, 1.1789311157064173, 2.0, 1.0]","[1909.0, 3000.0, 3000.0]","[41.0080352139736, 259.9729235601847, 456.33841825350373]","[0.0, 1.0, 1.0]","[0.0, 0.005081094481015624, 0.006902151211850494]"
0,"[0.0, 10.0, 6.287362066555692, 10.0, 10.0, 9.260240056828174, 6.688678447272417, 5.303301869641558, 0.6927680190608384, 1e-06, 1e-06, 10.0, 5.778610115987015, 8.572533927341475, 10.0, 8.062720833443333, 5.426292606124903]","[1955.0, 3000.0, 3000.0]","[41.017616529104274, 135.75738673817847, 384.69401347072375]","[0.0, 0.4, 1.0]","[0.0, 1.8816461383238388, 0.5665708197660757]"
0,"[10.0, 7.985266569454284, 9.35670994272915, 4.843648664341758, 8.443360405717613, 6.645540171532172, 5.047101087449106, 10.0, 0.8273717368228262, 1e-06, 1.6112400857582507, 5.381387162307215, 6.368047818912329, 7.394379729626542, 6.29986317216196, 2.086946779152067, 1.0614183586329369]","[1672.0, 3000.0, 3000.0]","[40.97257827525485, 224.26333958664836, 431.3130080341925]","[0.0, 1.0, 1.0]","[0.0, 0.06719379864209138, 0.07108334532535909]"
0,"[0.0, 0.5586753342730786, 0.0, 3.2146008788606344, 7.447300100828004, 8.096708741204282, 7.2151954774867235, 0.0, 0.36649088818469167, 1e-06, 10.0, 6.4830907558565825, 3.0, 2.7049595167328775, 10.0, 2.7049595167328775, 10.0]","[2270.0, 3000.0, 3000.0]","[41.45928559300386, 143.39125627869785, 353.4286862576653]","[0.0, 1.0, 1.0]","[0.0, 0.9171328352335674, 0.6482271614920714]"
0,"[10.0, 3.8341141134658114, 7.209332330419964, 0.0, 10.0, 5.906581939886791, 2.606473796684737, 5.574250537613567, 0.23221913843242514, 1e-06, 7.675007500817583, 1e-06, 3.0, 8.622952510088535, 1.5192696669787762, 3.5795166865367047, 1.0]","[1266.0, 3000.0, 3000.0]","[40.87316260867923, 129.40942698748103, 361.44078160188764]","[0.0, 1.0, 1.0]","[0.0, 0.6013589626557154, 0.29927010245865815]"
0,"[8.72760889291109, 4.410558547871214, 10.0, 0.0, 6.265469681883172, 3.0, 10.0, 3.327406896764059, 0.999999, 1e-06, 10.0, 10.0, 10.0, 2.0, 1.0, 2.0, 1.0]","[1005.0, 3000.0, 3000.0]","[42.904292555021016, 263.4858000103616, 456.6289929889427]","[0.0, 1.0, 1.0]","[0.0, 0.006580672684718211, 0.00319327600392214]"
1,"[0.0, 10.0, 5.094750943074225, 7.1191496676545505, 3.890698607720475, 6.254224574413098, 10.0, 0.4669008092790976, 0.999999, 1e-06, 4.096562480234014, 9.642851702539925, 3.0, 3.2653538085761706, 7.091926304344994, 7.327920787129518, 4.780029399551006]","[3000.0, 3000.0, 3000.0]","[46.148998190835805, 159.58918285774968, 340.09137789794227]","[0.0, 0.0, 0.06666666666666665]","[0.0, 1.8479066452370008, 1.6730389206496799]"
1,"[2.010134466316455, 3.969904673475221, 0.0, 10.0, 9.094812025899724, 10.0, 0.0, 4.814320503224338, 1e-06, 1e-06, 1e-06, 1e-06, 4.598555837796918, 5.518299426952851, 3.6730732063163867, 2.0, 2.510514080752348]","[2296.0, 3000.0, 3000.0]","[41.39079393778878, 145.06889268011844, 373.34155079675054]","[0.0, 1.0, 1.0]","[0.0, 0.9220628471731747, 0.5830601477125187]"
1,"[10.0, 1.8447312664996733, 3.4785535850071962, 4.843648664341758, 5.607027184415395, 4.118098553580458, 3.1420807349327387, 10.0, 0.34946128672055693, 1e-06, 1e-06, 1e-06, 4.667164386614144, 10.0, 5.926872796212782, 2.3595807854666635, 3.343374714210286]","[1553.0, 3000.0, 3000.0]","[41.5506645199021, 133.73311746254532, 350.0698164802763]","[0.0, 1.0, 1.0]","[0.0, 0.8865513592392271, 0.48460265098305155]"
1,"[0.0, 8.411648883951749, 9.837816247340903, 7.348298226227861, 3.0, 3.0, 1.2904133863392717, 3.8297689157335544, 0.8948081792735911, 1e-06, 10.0, 10.0, 6.3084531162626085, 4.812032177081145, 1.970291370366696, 4.812032177081145, 1.970291370366696]","[2078.0, 2919.0, 3000.0]","[42.281909640501496, 139.41448520424996, 372.99520016080794]","[0.0, 0.6, 1.0]","[0.0, 1.408248811500917, 0.6434506561445374]"
1,"[10.0, 0.0, 10.0, 7.868774560044972, 3.0, 5.45612176166021, 3.826229028035307, 2.3730172768991915, 0.999999, 1e-06, 10.0, 2.2509655493065814, 3.0, 2.0, 2.753752908637316, 2.0, 2.5145862348936445]","[3000.0, 3000.0, 3000.0]","[51.571346155941896, 222.2343766126026, 424.5490754184718]","[0.0, 0.8, 1.0]","[0.0, 0.5344464335004675, 0.828282979669774]"
1,"[8.636177096056622, 4.329322923175038, 4.101669448938035, 9.774525751513348, 3.0, 8.455897987167646, 2.7820846006899718, 9.466206131714852, 0.6016179185395523, 1e-06, 0.02319113114908955, 0.8899534021455899, 4.8456573984492675, 4.634414691597816, 7.358930615647461, 3.6546062950991756, 4.876152525100057]","[3000.0, 3000.0, 3000.0]","[69.78709793019208, 194.6987578451582, 381.64578582634186]","[0.0, 0.0, 0.06666666666666665]","[0.0, 2.0014563224481243, 1.857059524725583]"
1,"[1.4968886867508582, 6.998737278093459, 4.394408106291569, 10.0, 10.0, 7.221810848802159, 10.0, 4.908944786803857, 0.1392633129685017, 1e-06, 1e-06, 4.0510547885738015, 10.0, 10.0, 10.0, 10.0, 6.748164149000791]","[1541.0, 3000.0, 3000.0]","[40.79359303378102, 114.098363181818, 381.03580958597394]","[0.0, 0.19999999999999996, 1.0]","[0.0, 1.9938040058652273, 0.5628089631289775]"
1,"[0.0, 6.08098587869489, 2.551701751014519, 1.5484313404964682, 7.919832108021226, 3.0, 6.693341585320612, 5.217192001145196, 0.7985171108713648, 1e-06, 6.277052683737243, 10.0, 8.71714101262002, 2.8417769018568517, 1.0, 2.5283716505115037, 1.0]","[790.0, 3000.0, 3000.0]","[43.72879020332044, 124.06809632484925, 359.9368184549251]","[0.0, 1.0, 1.0]","[0.0, 0.4433798332334179, 0.18470110301126805]"
1,"[10.0, 1.0269580479714548, 5.4914564268404, 0.0, 5.577696812781423, 5.91960953057525, 9.623493831614987, 2.444459841265952, 0.999999, 1e-06, 7.866446149737202, 5.043224636941246, 4.582825309699416, 2.6559766161671803, 5.778849441030625, 2.0, 5.778849441030625]","[2215.0, 3000.0, 3000.0]","[41.60503610979314, 240.56004148191292, 447.27996476732096]","[0.0, 0.8, 1.0]","[0.0, 0.008411979310596365, 0.16547179105948154]"
1,"[0.0, 10.0, 10.0, 10.0, 3.1505122554632585, 6.672236568088237, 7.33994675795952, 2.635178694292078, 0.4234435791190134, 1e-06, 2.413837923615673, 7.9981377972836105, 4.146816132336854, 6.89976666138792, 10.0, 6.89976666138792, 5.9359954585037205]","[3000.0, 3000.0, 3000.0]","[58.13408825462797, 188.187152802514, 414.4651945185995]","[0.0, 0.0, 0.0]","[0.0, 2.0669234642684695, 0.9587169028368823]"
1,"[10.0, 7.500800390358238, 5.959779566056335, 3.670157103357102, 3.0, 3.0, 6.058070498596842, 9.794852750852392, 1e-06, 1e-06, 5.563250563426577, 1e-06, 7.296437565343915, 10.0, 1.0, 7.416015817771409, 2.5021707836646616]","[2078.0, 3000.0, 3000.0]","[42.281909640501496, 206.53085685355262, 393.26836979619327]","[0.0, 1.0, 1.0]","[0.0, 1.0006571706405303, 0.44456073283981307]"
1,"[4.48178331426437, 0.29316469126683664, 0.0, 4.71145064199414, 8.411573996175743, 8.760357144304015, 0.0, 10.0, 0.4955858838495672, 1e-06, 1e-06, 1e-06, 3.80342802108795, 3.6037643647880344, 10.0, 6.571842356217584, 10.0]","[2182.0, 3000.0, 3000.0]","[41.30784395420556, 146.21845955911988, 385.1413568286308]","[0.0, 1.0, 1.0]","[0.0, 0.8459103592222406, 0.46731017066931946]"
1,"[10.0, 0.0, 1.1677524614597266, 1.1150233069437603, 10.0, 7.645467460165348, 6.847656410376761, 0.0, 0.2844703843620593, 1e-06, 5.05312486811483, 3.423292651855167, 5.926800338938181, 6.601576471121954, 6.219471884319698, 3.2740383645854583, 3.8879225352872377]","[1629.0, 3000.0, 3000.0]","[40.79629758545388, 237.9776175188608, 453.80205207894136]","[0.0, 1.0, 1.0]","[0.0, 0.0073796163098531495, 0.010077788129567248]"
1,"[0.8765786943703224, 9.220521803674396, 3.002742158497696, 9.03493791467162, 4.924840159691083, 5.277094904845498, 4.317019235507128, 0.44012867684622226, 0.7720515036650712, 1e-06, 3.310527827917768, 9.190578885564587, 8.320836686721057, 2.4442615280788953, 1.17622729381607, 2.4442615280788953, 1.17622729381607]","[2233.0, 3000.0, 3000.0]","[41.71654505027903, 169.66483710563773, 412.7001063320327]","[0.0, 1.0, 1.0]","[0.0, 0.4118524822495909, 0.24787621586853759]"
1,"[9.828989844213684, 5.502893663116225, 3.9555054811784442, 8.743299217580075, 4.853511681359752, 3.9016823528956324, 4.109215995004398, 2.894469393280284, 0.6672453949861749, 1e-06, 2.470760144359873, 5.858372331685517, 8.384617735220598, 5.798843423993221, 2.6239077739455814, 2.1931805123963084, 1.0]","[1693.0, 3000.0, 3000.0]","[41.68357917737876, 258.1852322807113, 447.203329793176]","[0.0, 1.0, 1.0]","[0.0, 0.01030484373437278, 0.013513511870165244]"
1,"[0.9126064674132719, 0.0, 0.8062238513650712, 5.219512181948628, 5.5958085482872395, 6.365561923201051, 2.250344805531303, 10.0, 1e-06, 1e-06, 2.0555907340120076, 5.696100192307175, 5.197245062538013, 10.0, 9.81016579325276, 10.0, 9.81016579325276]","[2364.0, 3000.0, 3000.0]","[41.72117406507102, 140.9910346282586, 378.76543265657483]","[0.0, 0.8, 1.0]","[0.0, 1.9930602376945419, 0.5979675981076925]"
